id,title,description,category,priority,is_fake,is_duplicate,is_anomaly
418,Flooring slippery in wet weather,The flooring in the ground floor corridor becomes extremely slippery when wet during rain. Three students have already slipped and one sustained a wrist injury.,INFRASTRUCTURE,HIGH,false,false,false
419,No fire evacuation drill conducted,No fire evacuation drill has been conducted this academic year. Students and staff do not know the emergency procedures or evacuation routes.,INFRASTRUCTURE,HIGH,false,false,false
420,Lift out of service for two months,The passenger lift in the academic block has been out of service for two months with no repair timeline. Students with disabilities and those carrying heavy equipment are severely affected.,INFRASTRUCTURE,HIGH,false,false,false
421,Student body searched without consent,A student was physically searched by a security guard near the examination hall without consent or any stated reasonable cause. The student found this humiliating and invasive.,HARASSMENT,CRITICAL,false,false,false
422,Private conversation recorded by classmate,A private conversation between two students was secretly recorded and shared with a professor by a third student. The recording was used against one student in a disciplinary proceeding.,HARASSMENT,CRITICAL,false,false,true
423,Student mocked for accent,A student from a different state is being repeatedly mocked by classmates and on one occasion by a professor for their regional accent. The student feels unwelcome and isolated.,HARASSMENT,HIGH,false,false,false
424,Professor reacting negatively to disability disclosure,When a student disclosed a learning disability to a professor to request reasonable accommodation the professor reacted dismissively and made the disclosure public in the next class.,HARASSMENT,CRITICAL,false,false,false
425,Wrongful suspension threatened,A student was threatened with suspension if they continued to pursue a formal complaint about fee irregularities. The threat was made verbally in the principal's office.,HARASSMENT,CRITICAL,false,false,false
426,Group project credit stolen,A student who independently completed the majority of a group project had their name removed from the submission by other group members. The professor accepted the submission without investigation.,HARASSMENT,HIGH,false,false,false
427,Student discriminated against for political views,A student who expressed certain political opinions in a classroom discussion was subsequently given lower internal marks and excluded from college-sponsored opportunities.,HARASSMENT,HIGH,false,false,false
428,Unknown person accessing student records,A student discovered that an unauthorised person had accessed their academic records including grades and personal contact information through an administrative login.,HARASSMENT,CRITICAL,false,false,true
429,Abusive senior student not removed from hostel,A senior student who physically assaulted a junior six months ago was given a written warning but was not removed from the hostel. The junior still lives in fear.,HARASSMENT,CRITICAL,false,false,false
